trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,marketState,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,ipoExpectedDate,trailingAnnualDividendRate,trailingAnnualDividendYield,dividendDate,sharesOutstanding,bookValue,marketCap,priceToBook,financialCurrency,currentPrice,recommendationKey,displayName,prevName,nameChangeDate,forwardPE,epsForward,earningsTimestampStart,earningsTimestampEnd,address1,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,grossMargins,ebitdaMargins,operatingMargins,fax,heldPercentInsiders,heldPercentInstitutions,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,epsCurrentYear,priceEpsCurrentYear,averageAnalystRating,address2,website,trailingEps,newSymbol
,FCVT,,"Under normal market conditions, the fund seeks to achieve its investment objective by investing at least 80% of its net assets (including investment borrowings) in a portfolio of U.S. and non-U.S. convertible securities. In general, convertible securities combine the investment characteristics of bonds and common stocks and typically consist of debt securities or preferred securities that may be converted or exchanged within a specified period of time into a certain amount of common stock or other equity security of the same or a different issuer.",[],[],86400.0,2.0,43.77,43.83,43.67,43.83,43.77,43.83,43.67,43.83,,2020.0,2020.0,48120.0,24230.0,24230.0,42.24,42.4,9.0,10.0,0.0194,111244384.0,31.39,44.746,55.99,22.24,43.43514,39.630177,43.51,USD,False,Convertibles,21.65652,1.12,First Trust,1446508800.0,Exchange Traded Fund,0.1207898,0.0463384,ETF,FCVT,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,First Trust SSI Strategic Convertible Securities ETF,[],1766761307.0,NGM,finmb_307331502,America/New_York,EST,-18000000.0,us_market,False,0.23485947,0.0054071303,4.0398216,0.10193802,0.95,15.0,0.0,False,-0.22764006,43.67,REGULAR,First Trust SSI Strategic Conve,True,1446647400000.0,-0.10000229,43.67 - 43.83,NasdaqGM,48120.0,12.279999,0.39120737,31.39 - 44.746,-1.0760002,-0.024046848,18.682217,1.94,7.78972,7.78972,111244384.0,,,,,1496188800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDAT,,"The fund is an actively managed “fund-of ETFs.” Family Dynasty Advisors LLC, the fund’s sub-adviser, invests the fund’s assets in ETFs that are listed on U.S. stock exchanges. The fund will invest in underlying ETFs that primarily invest in U.S. equity securities or high-yield bonds. Additionally, the fund will hold cash and cash equivalents.",[],[],86400.0,2.0,21.955,22.0,22.0,22.0,21.955,22.0,22.0,22.0,24.242214,204.0,204.0,451.0,550.0,550.0,21.9,22.0,2200.0,3800.0,0.090100005,34943072.0,19.88,23.2,23.76,19.285,22.41562,21.54939,22.5365,USD,False,Tactical Allocation,7.27732,0.0,Tactical Advantage,1681862400.0,Exchange Traded Fund,,,ETF,FDAT,en-US,US,ETF,Delayed Quote,True,HIGH,Tactical Advantage ETF,[],1766760507.0,PCX,finmb_1827583586,America/New_York,EST,-18000000.0,us_market,False,-0.4156208,-0.01854157,0.4506092,0.020910531,0.78,15.0,0.0,False,0.20496505,22.0,REGULAR,Tactical Advantage ETF,True,1681997400000.0,0.045000076,22.0 - 22.0,NYSEArca,451.0,2.1200008,0.106639884,19.88 - 23.2,-1.2000008,-0.05172417,3.9536,9.01,4.00781,4.00781,34943072.0,0.9075079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDCF,,"The fund normally invests at least 80% of assets in securities of disruptive communications companies. Fidelity's disruptive strategies seek to identify innovative developments that could signal new directions for delivering products and services to customers. Generally, these companies have or are developing new or unconventional ways of doing business that could disrupt and displace incumbents over time. The fund is non-diversified.",[],[],86400.0,2.0,48.23,48.14,47.992,48.24,48.23,48.14,47.992,48.24,32.256767,185.0,185.0,13822.0,9580.0,9580.0,0.0,0.0,0.0,0.0,0.00029999999,104010152.0,31.111,53.48,53.48,23.661,47.61528,44.033005,47.49434,USD,False,Communications,24.80125,1.36,Fidelity Investments,1586995200.0,Exchange Traded Fund,0.3137619,0.101824194,ETF,FDCF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Disruptive Communications ETF,[],1766598506.0,NGM,finmb_647865792,America/New_York,EST,-18000000.0,us_market,False,0.6147194,0.012910129,4.196995,0.09531475,0.5,15.0,0.0,False,0.0,48.23,REGULAR,Fidelity Disruptive Communicati,True,1686576600000.0,0.0,47.992 - 48.24,NasdaqGM,13822.0,17.119,0.55025554,31.111 - 53.48,-5.25,-0.09816754,25.904465,0.03,0.25021,0.25021,104010152.0,1.4951901,2023-06-12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDD,630-241-4141,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index consists of 30 high dividend-yielding securities selected from the STOXX ® Europe 600 Index. In addition, a security must be issued by a company with a non-negative five-year dividend-per-share growth rate and a dividend-to-earnings ratio of 60% or less.",[],[],86400.0,2.0,17.475,17.6,17.49,17.6,17.475,17.6,17.49,17.6,11.925618,34955.0,34955.0,249822.0,332110.0,332110.0,17.5,17.51,500.0,1400.0,0.0495,643022656.0,11.05,17.6,32.4,6.02,16.4856,15.5091,16.84,USD,False,Europe Stock,52.01113,1.01,First Trust,1188172800.0,Exchange Traded Fund,0.21262449,0.122573994,ETF,FDD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,First Trust STOXX European Select Dividend Index Fund,[],1766761684.0,PCX,finmb_36593836,America/New_York,EST,-18000000.0,us_market,False,1.0244007,0.062139124,2.0009003,0.1290146,0.59,15.0,0.0,False,0.20028524,17.51,REGULAR,First Trust STOXX European Sele,True,1188480600000.0,0.034999847,17.49 - 17.6,NYSEArca,249822.0,6.46,0.58461535,11.05 - 17.6,-0.09000015,-0.005113645,55.10204,4.95,4.92355,4.92355,643022660.0,1.4682677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDEC,,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (""FLEX Options"") that reference the price performance of the SPDR® S&P 500® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. The fund is non-diversified.",[],[],86400.0,2.0,51.46,51.43,51.45,51.5,51.46,51.43,51.45,51.5,28.154392,14146.0,14146.0,60616.0,242400.0,242400.0,51.46,51.51,700.0,600.0,0.0,1117059456.0,39.42,51.51,51.51,29.24,50.0406,47.008995,50.67,USD,False,Defined Outcome,13.06397,0.69,First Trust,1608249600.0,Exchange Traded Fund,0.1574185,,ETF,FDEC,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,FT Vest U.S. Equity Buffer ETF - December,[],1766761273.0,BTS,finmb_689506623,America/New_York,EST,-18000000.0,us_market,False,1.4094009,0.028165149,4.4410057,0.0944714,0.85,15.0,0.0,False,-0.019429307,51.45,REGULAR,FT Vest U.S. Equity Buffer ETF ,True,1608561000000.0,-0.0099983215,51.45 - 51.5,Cboe US,60616.0,12.030003,0.30517513,39.42 - 51.51,-0.05999756,-0.001164775,14.44124,0.0,4.54545,4.54545,1117059460.0,1.8274236,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDEM,,"The fund normally invests at least 80% of its assets in securities included in the index and in depositary receipts representing securities included in the index. The index is designed to reflect the performance of stocks of large- and mid-capitalization emerging markets companies that have attractive valuations, high quality profiles, positive momentum signals, lower volatility than the broader emerging markets equity market, and lower correlation to the U.S. equity market.",[],[],86400.0,2.0,30.69,30.66,30.66,30.8911,30.69,30.66,30.66,30.8911,13.014601,7340.0,7340.0,124964.0,287630.0,287630.0,30.79,30.91,400.0,500.0,0.0357,296885920.0,22.626,31.501,31.501,17.31,30.62588,28.427645,30.78657,USD,False,Diversified Emerging Mkts,22.92848,0.75,Fidelity Investments,1551139200.0,Exchange Traded Fund,0.1648321,0.0666254,ETF,FDEM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Emerging Markets Multifactor ETF,[],1766761521.0,BTS,finmb_597913122,America/New_York,EST,-18000000.0,us_market,False,0.26522064,0.0086600175,2.4634552,0.086657025,0.27,15.0,0.0,False,0.6552603,30.8911,REGULAR,Fidelity Emerging Markets Multi,True,1551450600000.0,0.2010994,30.66 - 30.8911,Cboe US,124964.0,8.2651005,0.36529216,22.626 - 31.501,-0.6098995,-0.019361274,19.470406,3.57,6.4368,6.4368,296885920.0,2.3735726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDEV,,"The fund invests at least 80% of its assets in securities included in the index and in depositary receipts representing securities included in the index. The index is designed to reflect the performance of stocks of large- and mid-capitalization developed international companies that have attractive valuations, high quality profiles, positive momentum signals, lower volatility than the broader developed international equity market, and lower correlation to the U.S. equity market.",[],[],86400.0,2.0,34.945,34.95,34.95,35.012,34.945,34.95,34.95,35.012,16.48566,2218.0,2218.0,40201.0,40260.0,40260.0,34.82,35.07,200.0,200.0,0.0255,217393584.0,26.56,35.06,35.06,18.89,33.64166,32.17292,34.35362,USD,False,Foreign Large Blend,27.34313,0.84,Fidelity Investments,1551139200.0,Exchange Traded Fund,0.1531224,0.079531595,ETF,FDEV,en-US,US,ETF,Delayed Quote,True,HIGH,Fidelity International Multifactor ETF,[],1766760790.0,BTS,finmb_597913121,America/New_York,EST,-18000000.0,us_market,False,1.3683395,0.04067396,2.837078,0.08818217,0.19,15.0,0.0,False,0.18600266,35.01,REGULAR,Fidelity Emerging Markets Multi,True,1551450600000.0,0.06499863,34.95 - 35.012,Cboe US,40201.0,8.449999,0.31814754,26.56 - 35.06,-0.05000305,-0.0014262137,27.243923,2.55,3.98315,3.98315,217393584.0,2.1236637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDFF,,"The fund normally invests at least 80% of assets in securities of disruptive finance companies. Fidelity's disruptive strategies seek to identify innovative developments that could signal new directions for delivering products and services to customers. Generally, these companies have or are developing new or unconventional ways of doing business that could disrupt and displace incumbents over time. The fund is non-diversified.",[],[],86400.0,2.0,36.27,36.25,36.23,36.25,36.27,36.25,36.23,36.25,23.189142,400.0,400.0,4717.0,3540.0,3540.0,25.65,45.67,2.0,2.0,0.0083,46884280.0,29.92,39.78,39.78,23.39,35.01226,36.243896,35.7789,USD,False,Financial,-4.00069,1.29,Fidelity Investments,1586995200.0,Exchange Traded Fund,0.1226323,0.067032,ETF,FDFF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Disruptive Finance ETF,[],1766760737.0,NGM,finmb_647379382,America/New_York,EST,-18000000.0,us_market,False,1.2177391,0.03478036,-0.013896942,-0.00038342847,0.5,15.0,0.0,False,-0.110286504,36.23,REGULAR,Fidelity Disruptive Finance ETF,True,1686576600000.0,-0.040000916,36.23 - 36.25,NasdaqGM,4717.0,6.3099995,0.2108957,29.92 - 39.78,-3.5499992,-0.08924081,-3.2800019,0.83,-7.18296,-7.18296,46884280.0,1.5623691,2023-06-12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDG,(816) 531-5575,"The fund will invest primarily in securities of large cap companies, but may invest in companies of any market capitalization. It normally invests in a relatively limited number of companies, generally 30 to 45 securities, but may incorporate more securities to account for liquidity constraints. The fund will invest principally in U.S. exchange-listed common stocks and American Depositary Receipts (ADRs). It is non-diversified.",[],[],86400.0,2.0,129.66,129.83,129.55,129.55,129.66,129.83,129.55,129.55,42.390278,243.0,243.0,15550.0,15500.0,15500.0,129.38,129.6,100.0,200.0,0.0,349880800.0,77.64,130.04,130.04,37.705,124.5631,110.89791,125.0071,USD,False,Large Growth,19.18206,1.36,American Century Investments,1585612800.0,Exchange Traded Fund,0.3156029,0.1184527,ETF,FDG,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,American Century Focused Dynamic Growth ETF,[],1766761208.0,PCX,finmb_648892578,America/New_York,EST,-18000000.0,us_market,False,5.266899,0.04228298,18.93209,0.17071639,0.45,15.0,0.0,False,0.13111073,129.83,REGULAR,American Century Focused Dynami,True,1585834200000.0,0.16999817,129.55 - 129.55,NYSEArca,15550.0,52.190002,0.6722051,77.64 - 130.04,-0.20999146,-0.0016148221,21.81511,0.0,7.0986,7.0986,349880800.0,3.0627306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDHY,,"The fund normally invests at least 80% of its assets in debt securities rated below investment grade (also referred to as high yield debt securities or junk bonds). The advisor uses the ICE® BofA® BB-B US High Yield Constrained Index as a guide in structuring the fund and selecting its investments as it relates to credit quality distribution and risk characteristics. The fund normally invests primarily in securities rated BB or B by S&P, Ba or B by Moody's, comparably rated by at least one nationally recognized credit rating agency, or, if unrated, considered by FMR to be of comparable quality.",[],[],86400.0,2.0,49.51,49.5,49.5,49.554,49.51,49.5,49.5,49.554,,6979.0,6979.0,56429.0,73790.0,73790.0,49.48,49.58,400.0,300.0,0.0661,448937696.0,45.414,49.71,56.68,41.13,49.2208,48.717995,49.11227,USD,False,High Yield Bond,8.16553,0.68,Fidelity Investments,1528761600.0,Exchange Traded Fund,0.086105205,0.0394746,ETF,FDHY,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Enhanced High Yield ETF,[],1766761082.0,PCX,finmb_560654958,America/New_York,EST,-18000000.0,us_market,False,0.31920242,0.0064851125,0.8220062,0.016872743,0.35,15.0,0.0,False,0.060599063,49.54,REGULAR,Fidelity Enhanced High Yield ET,True,1528983000000.0,0.030002594,49.5 - 49.554,NYSEArca,56429.0,4.1259995,0.09085303,45.414 - 49.71,-0.16999817,-0.0034197983,1.8933892,6.61,1.7854,1.7854,448937696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDIF,,"The fund normally invests its assets in a combination of five Fidelity® Funds, each of which normally invests in equity securities of companies that represent a disruptive theme. Fidelity's disruptive strategies seek to identify innovative developments that could signal new directions for delivering products and services to customers. Generally, these companies have or are developing new or unconventional ways of doing business that could disrupt and displace incumbents over time.",[],[],86400.0,2.0,36.27,36.21,36.1801,36.21,36.27,36.21,36.1801,36.21,32.30822,796.0,796.0,6737.0,4870.0,4870.0,25.59,45.05,2.0,2.0,0.0039,100688880.0,25.25,36.74,36.74,21.33,35.61212,33.44023,35.77802,USD,False,Large Growth,13.16126,1.23,Fidelity Investments,1586995200.0,Exchange Traded Fund,0.1886066,0.0670189,ETF,FDIF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Disruptors ETF,[],1766759929.0,NGM,finmb_1825524707,America/New_York,EST,-18000000.0,us_market,False,0.5679779,0.015949005,2.7398682,0.08193329,0.5,15.0,0.0,False,-0.24786592,36.1801,REGULAR,Fidelity Disruptors ETF,True,1687267800000.0,-0.08990097,36.1801 - 36.21,NasdaqGM,6737.0,10.9300995,0.43287522,25.25 - 36.74,-0.5599022,-0.01523958,12.964463,0.39,3.2011,3.2011,100688880.0,1.1198419,2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDIG,,"The fund normally invests at least 80% of the fund's assets in equity securities included in the index and in depositary receipts representing securities included in the index. The index is designed to reflect the performance of a global universe of companies engaged in activities related to cryptocurrency, related blockchain technology and digital payments processing. The fund is non-diversified.",[],[],86400.0,2.0,40.71,40.7,39.5,40.8,40.71,40.7,39.5,40.8,18.493229,19787.0,19787.0,96838.0,77180.0,77180.0,29.05,49.77,2.0,2.0,0.009,297321920.0,20.521,60.29,60.29,9.9,46.3272,37.96919,42.72921,USD,False,Equity Digital Assets,37.79628,4.14,Fidelity Investments,1650326400.0,Exchange Traded Fund,0.5531118,,ETF,FDIG,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Crypto Industry and Digital Payments ETF,[],1766761574.0,NGM,finmb_1773076767,America/New_York,EST,-18000000.0,us_market,False,-6.4844017,-0.13996963,1.8736115,0.049345575,0.39,15.0,0.0,False,-2.1301866,39.8428,REGULAR,Fidelity Crypto Industry and Di,True,1650547800000.0,-0.86719894,39.5 - 40.8,NasdaqGM,96838.0,19.3218,0.9415623,20.521 - 60.29,-20.4472,-0.33914745,19.466282,0.9,10.58802,10.58802,297321920.0,2.1544535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDIS,,"The fund invests at least 80% of assets in securities included in the fund's underlying index. The fund's underlying index is the MSCI USA IMI Consumer Discretionary 25/50 Index, which represents the performance of the consumer discretionary sector in the U.S. equity market. It may or may not hold all of the securities in the MSCI USA IMI Consumer Discretionary 25/50 Index. The fund is non-diversified.",[],[],86400.0,2.0,104.78,104.68,104.655,104.86,104.78,104.68,104.655,104.86,27.485853,5901.0,5901.0,73611.0,67780.0,67780.0,104.73,104.82,200.0,500.0,0.0074,1927341184.0,74.0,105.69,105.69,23.5,101.4508,95.3346,103.51483,USD,False,Consumer Cyclical,4.71672,1.54,Fidelity Investments,1382313600.0,Exchange Traded Fund,0.2027983,0.0949543,ETF,FDIS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity MSCI Consumer Discretionary Index ETF,[],1766761111.0,PCX,finmb_243638578,America/New_York,EST,-18000000.0,us_market,False,3.2840042,0.032370415,9.4002,0.09860218,0.084,15.0,0.0,False,-0.043134697,104.7348,REGULAR,Fidelity MSCI Consumer Discreti,True,1382621400000.0,-0.045196533,104.655 - 104.86,NYSEArca,73611.0,30.734802,0.41533518,74.0 - 105.69,-0.9552002,-0.009037754,4.9374104,0.74,1.46222,1.46222,1927341180.0,3.8104985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDIV,,"The fund is an actively managed exchange-traded fund (“ETF”) that is sub-advised by MarketDesk Indices LLC (“Sub-Adviser”). The fund seeks to achieve its investment objective by investing at least 80% of its net assets, plus the amount of any borrowing for investment purposes, in a portfolio of U.S. companies that pay dividends and expect to grow the dividend over time.",[],[],86400.0,2.0,27.37,27.28,27.28,27.28,27.37,27.28,27.28,27.28,20.201992,2572.0,2572.0,15901.0,8990.0,8990.0,27.56,27.7,5.0,5.0,0.0306,66158764.0,23.293,27.85,30.12,22.85,26.75012,26.415825,27.5157,USD,False,Mid-Cap Value,1.62304,0.0,MarketDesk,1695081600.0,Exchange Traded Fund,,,ETF,FDIV,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,MarketDesk Focused U.S. Dividend ETF,[],1766759471.0,NGM,finmb_1849005728,America/New_York,EST,-18000000.0,us_market,False,0.5298805,0.019808529,0.8641758,0.032714322,0.35,15.0,0.0,False,-0.32882774,27.28,REGULAR,MarketDesk Focused U.S. Dividen,True,1695216600000.0,-0.09000015,27.28 - 27.28,NasdaqGM,15901.0,3.9870014,0.17116737,23.293 - 27.85,-0.5699997,-0.020466775,-0.040221214,3.06,-0.87288,-0.87288,66158764.0,1.350362,2023-09-20,,,1496188800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDL,630-241-4141,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to measure the performance of the 100 highest-yielding stocks that have a consistent record of dividend payment and have the ability to sustain their dividend payments. It is non-diversified.,[],[],86400.0,2.0,44.42,44.38,44.38,44.505,44.42,44.38,44.38,44.505,13.5960045,85067.0,85067.0,913611.0,581660.0,581660.0,44.44,44.45,10100.0,2500.0,0.039100002,6074569216.0,37.29,45.02,45.02,7.71,43.5458,42.7392,44.37,USD,False,Large Value,13.31298,0.64,First Trust,1141862400.0,Exchange Traded Fund,0.111567095,0.1284136,ETF,FDL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,First Trust Morningstar Dividend Leaders Index Fund,[],1766761644.0,PCX,finmb_26365668,America/New_York,EST,-18000000.0,us_market,False,0.92420197,0.021223677,1.7308006,0.040496796,0.43,15.0,0.0,False,0.11256878,44.47,REGULAR,First Trust Morningstar ETF,True,1142433000000.0,0.05000305,44.38 - 44.505,NYSEArca,913611.0,7.1800003,0.19254492,37.29 - 45.02,-0.54999924,-0.012216776,10.0594635,3.91,0.3512,0.3512,6074569200.0,3.270814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDLO,,"The fund normally invests at least 80% of assets in securities included in the Fidelity U.S. Low Volatility Factor Index?, which is designed to reflect the performance of stocks of large and mid-capitalization U.S. companies with lower volatility than the broader market. It invests in lending securities to earn income for the fund.",[],[],86400.0,2.0,67.36,67.38,67.38,67.43,67.36,67.38,67.38,67.43,24.871813,4393.0,4393.0,97845.0,83130.0,83130.0,67.38,67.41,400.0,200.0,0.0135,1514086528.0,53.593,67.927,67.927,24.3,66.34284,63.2799,67.02604,USD,False,Large Blend,13.44122,0.69,Fidelity Investments,1473638400.0,Exchange Traded Fund,0.1370784,0.1135545,ETF,FDLO,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Low Volatility Factor ETF,[],1766761208.0,PCX,finmb_347630578,America/New_York,EST,-18000000.0,us_market,False,1.0371552,0.015633265,4.1000977,0.06479305,0.15,15.0,0.0,False,0.029686227,67.38,REGULAR,Fidelity Low Volatility Factor ,True,1473946200000.0,0.019996643,67.38 - 67.43,NYSEArca,97845.0,13.786999,0.25725374,53.593 - 67.927,-0.5470047,-0.0080528315,9.939611,1.35,5.19341,5.19341,1514086530.0,2.7090907,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDLS,(402) 895-1600,"The fund generally invests at least 80% of its total assets in securities that meet the following criteria Multi Factor criteria that are the components of the index in an attempt to track the index. The index is composed of 100 constituents. The Adviser generally will use a replication methodology, meaning it will invest in all of the securities comprising the index in proportion to the weightings in the index. The fund will not concentrate in any particular industry.",[],[],86400.0,2.0,36.43,36.4,36.3587,36.435,36.43,36.4,36.3587,36.435,16.160501,398.0,398.0,19585.0,23220.0,23220.0,36.34,36.37,200.0,100.0,0.0058,118678960.0,24.361,37.33,37.33,21.61,35.24674,32.161243,36.74,USD,False,Small Blend,22.83276,1.15,Inspire,1661212800.0,Exchange Traded Fund,0.165954,,ETF,FDLS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Inspire Fidelis Multi Factor ETF,[],1766760405.0,PCX,finmb_1786618289,America/New_York,EST,-18000000.0,us_market,False,1.1532631,0.032719713,4.238758,0.13179709,0.69,15.0,0.0,False,-0.08234636,36.4,REGULAR,Inspire Fidelis Multi Factor ET,True,1661347800000.0,-0.02999878,36.3587 - 36.435,NYSEArca,19585.0,12.039001,0.4941916,24.361 - 37.33,-0.9300003,-0.024912946,22.742594,0.58,5.95295,5.95295,118678960.0,2.2524054,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDM,630-241-4141,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to measure the performance of micro-cap stocks issued by U.S. companies that are comparatively liquid and have strong fundamentals relative to the micro-cap segment as a whole.,[],[],86400.0,2.0,81.0898,81.16,81.16,81.16,81.0898,81.16,81.16,81.16,12.620979,655.0,655.0,6445.0,6200.0,6200.0,80.85,81.03,500.0,400.0,0.0134000005,210978576.0,54.21,82.73,82.73,9.36,77.0166,71.0527,81.83,USD,False,Small Value,15.75511,1.12,First Trust,1127779200.0,Exchange Traded Fund,0.151469,0.13877751,ETF,FDM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,First Trust Dow Jones Select MicroCap Index Fund,[],1766760405.0,PCX,finmb_24179409,America/New_York,EST,-18000000.0,us_market,False,4.143402,0.053798817,10.107307,0.14225087,0.6,15.0,0.0,False,0.086577706,81.16,REGULAR,First Trust DJ Select MicroCap ,True,1128087000000.0,0.07020569,81.16 - 81.16,NYSEArca,6445.0,26.950005,0.49714085,54.21 - 82.73,-1.5699997,-0.018977392,19.63706,1.34,3.89879,3.89879,210978576.0,6.430563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FDMO,,"The fund normally invests at least 80% of assets in securities included in the Fidelity U.S. Momentum Factor Index?, which is designed to reflect the performance of stocks of large and mid-capitalization U.S. companies that exhibit positive momentum signals. It invests in lending securities to earn income for the fund.",[],[],86400.0,2.0,85.63,85.74,85.47,85.57,85.63,85.74,85.47,85.57,31.933159,3857.0,3857.0,36443.0,38180.0,38180.0,85.46,85.54,400.0,100.0,0.008,586514112.0,55.407,85.97,85.97,24.264,83.55178,76.2307,83.68077,USD,False,Large Growth,21.80623,1.11,Fidelity Investments,1473638400.0,Exchange Traded Fund,0.243976,0.1514991,ETF,FDMO,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Fidelity Momentum Factor ETF,[],1766760405.0,PCX,finmb_347630577,America/New_York,EST,-18000000.0,us_market,False,2.1882172,0.026189953,9.5093,0.124743715,0.15,15.0,0.0,False,0.12846036,85.74,REGULAR,Fidelity Momentum Factor ETF,True,1473946200000.0,0.11000061,85.47 - 85.57,NYSEArca,36443.0,30.332996,0.5474578,55.407 - 85.97,-0.23000336,-0.0026753908,20.690632,0.8,6.6274,6.6274,586514110.0,2.6849833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
