trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPE,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,ipoExpectedDate,dividendDate,address1,address2,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,fax,website,sharesOutstanding,marketCap,priceToBook,financialCurrency,bookValue,earningsTimestampStart,earningsTimestampEnd,displayName,forwardPE,epsForward,lastDividendValue,lastDividendDate,heldPercentInsiders,heldPercentInstitutions,isEarningsDateEstimate,error
,AAPW,,The fund is actively managed and seeks to achieve its investment objectives by investing in total return swap agreements and common stock that in aggregate return approximately 1.2 times (120%) the calendar week total return of common shares of AAPL while making weekly distribution payments to shareholders. The fund is non-diversified.,[],[],86400.0,2.0,43.59,43.3,43.5301,44.1776,43.59,43.3,43.5301,44.1776,21082.0,21082.0,30450.0,57240.0,57240.0,44.09,44.19,1200.0,1200.0,,25033732.0,31.537,51.86,51.86,31.537,41.52168,39.346054,41.3561,USD,False,Trading--Miscellaneous,,0.0,Roundhill Investments,1739836800.0,Exchange Traded Fund,,,ETF,AAPW,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1740061800000.0,0.54999924,43.5301 - 44.1776,Cboe US,30450.0,12.602999,0.39962578,31.537 - 51.86,-7.720001,-0.14886235,-13.690006,,28.18767,28.18767,25033732.0,Roundhill AAPL WeeklyPay ETF,Roundhill AAPL WeeklyPay ETF,2.6183205,0.06305912,4.7939453,0.12184056,0.99,15.0,0.0,False,REGULAR,1764706147.0,BTS,finmb_1912171983,America/New_York,EST,-18000000.0,us_market,False,1.2617556,44.14,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPX,,"The fund, under normal circumstances, invests in swap agreements that provide 200% daily exposure to AAPL equal to at least 80% of its net assets (plus any borrowings for investment purposes). It will enter into one or more swap agreements with major global financial institutions whereby the fund and the global financial institution will agree to exchange the return earned on an investment by The fund invests in AAPL that is equal, on a daily basis, to 200% of the value of the fund’s net assets. The fund is non-diversified.",[],[],86400.0,2.0,34.0,33.86,33.935,34.93,34.0,33.86,33.935,34.93,67282.0,67282.0,163876.0,90470.0,90470.0,34.74,34.76,1000.0,1200.0,0.0,19348034.0,13.719,40.44,40.44,13.719,29.7231,23.592884,29.46,USD,False,Trading--Leveraged Equity,-13.05426,0.0,"Tuttle Capital Management, LLC",1704844800.0,Exchange Traded Fund,,,ETF,AAPX,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1704983400000.0,0.7900009,33.935 - 34.93,Cboe US,163876.0,21.071001,1.5358992,13.719 - 40.44,-5.6499977,-0.13971311,-7.3897543,0.0,47.8903,47.8903,19348034.0,T-Rex 2X Long Apple Daily Targe,T-Rex 2X Long Apple Daily Target ETF,5.0669003,0.1704701,11.197117,0.47459722,1.05,15.0,0.0,False,REGULAR,1764706556.0,BTS,finmb_1860883526,America/New_York,EST,-18000000.0,us_market,False,2.323532,34.79,47.887463,,,0.72649497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAUM,,"Under normal circumstances, the fund invests at least 80% of its net assets, which include borrowings for investment purposes, in publicly listed asset management companies within the Asset Management and Custody Banks sub-industry category according to the GICS categorization. The fund generally is expected to consist of more than 15 companies but not more than 100 companies. The fund is non-diversified.",[],[],86400.0,2.0,22.9274,22.04,22.9274,22.9274,22.9274,22.04,22.9274,22.9274,1.0,1.0,147.0,110.0,110.0,22.93,23.09,100.0,200.0,,,21.895,24.94,24.94,21.895,23.490429,23.490429,25.0,USD,False,Financial,,,Tema Global Limited,1758585600.0,Exchange Traded Fund,,,ETF,AAUM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1759411800000.0,0.0,22.9274 - 22.9274,Cboe US,147.0,1.0324001,0.04715232,21.895 - 24.94,-2.0126,-0.08069767,-7.038885,,,,,Tema Alternative Asset Managers,,-0.56302834,-0.023968415,-0.56302834,-0.023968415,0.75,15.0,0.0,False,REGULAR,1764686765.0,BTS,finmb_1954808143,America/New_York,EST,-18000000.0,us_market,False,0.0,22.9274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAUS,,"The fund invests primarily in a diverse group of U.S. companies across market sectors, styles (e.g., value or growth), and industry groups or ETFs that provide similar exposure to U.S. companies. Under normal circumstances, at least 80% of the fund’s net assets (plus the amount of any borrowings for investment purposes) will be invested in the equity securities of U.S. companies. The fund is non-diversified.",[],[],86400.0,2.0,54.9,55.2,54.9,54.9,54.9,55.2,54.9,54.9,388.0,388.0,744.0,780.0,780.0,55.2,55.46,5.0,5.0,,479726432.0,49.186,55.75,55.75,49.186,54.34356,53.0975,54.4002,USD,False,Large Blend,,0.0,Alpha Architect,1753142400.0,Exchange Traded Fund,,,ETF,AAUS,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753277400000.0,0.0,54.9 - 54.9,NasdaqGM,744.0,5.7140007,0.11617128,49.186 - 55.75,-0.8499985,-0.015246609,9.201944,,,,479726432.0,Alpha Architect US Equity ETF,Alpha Architect US Equity ETF,0.55644226,0.010239341,1.8025017,0.033947017,0.15,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1904314140,America/New_York,EST,-18000000.0,us_market,False,0.0,54.9,28.83877,,,1.9036874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAVM,,"Under normal circumstances, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities. The fund is a “fund of funds,” meaning that it primarily invests its assets in the shares of other exchange-traded funds (“ETFs”), rather than in securities of individual companies.",[],[],86400.0,2.0,29.425,29.4,29.25,29.4,29.425,29.4,29.25,29.4,8066.0,8066.0,3214.0,1470.0,1470.0,29.24,29.41,2.0,2.0,0.0224,20436748.0,21.1,29.55,31.39,19.7,28.79258,26.72615,28.7506,USD,False,Equity Hedged,13.07344,0.69,Alpha Architect,1493683200.0,Exchange Traded Fund,0.0643196,0.052741397,ETF,AAVM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1493904600000.0,-0.14489937,29.25 - 29.4,NasdaqGM,3214.0,8.1800995,0.38768244,21.1 - 29.55,-0.26989937,-0.009133651,5.6200385,2.24,5.77799,5.77799,20436748.0,Alpha Architect Global Factor E,Alpha Architect Global Factor Equity ETF,0.48752022,0.016932148,2.5539494,0.09555994,0.41,15.0,0.0,False,REGULAR,1764706166.0,NGM,finmb_421240535,America/New_York,EST,-18000000.0,us_market,False,-0.49243626,29.2801,15.743224,0.0,0.0,1.8598541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAXJ,1-800-474-2737,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index is a free float-adjusted market capitalization weighted index designed to measure equity market performance of securities from the following 10 developed and emerging market countries or regions: China, Hong Kong, India, Indonesia, Malaysia, the Philippines, Singapore, South Korea, Taiwan and Thailand.",[],[],86400.0,2.0,92.52,92.66,92.18,92.69,92.52,92.66,92.18,92.69,155032.0,155032.0,541385.0,574000.0,574000.0,92.5,95.48,1.0,1.0,0.0179,3173305856.0,64.33,96.62,102.44,22.0,92.9112,83.07535,94.19754,USD,False,Pacific/Asia ex-Japan Stk,27.1893,1.13,iShares,1218585600.0,Exchange Traded Fund,0.2050254,0.052329604,ETF,AAXJ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1218807000000.0,0.030006409,92.18 - 92.69,NasdaqGM,541385.0,28.220001,0.43867558,64.33 - 96.62,-4.0699997,-0.04212378,23.822271,1.79,10.73184,10.73184,3173305860.0,iShares MSCI All Country Asia e,iShares MSCI All Country Asia ex Japan ETF,-0.36119843,-0.003887566,9.474655,0.114048935,0.72,15.0,0.0,False,REGULAR,1764707184.0,NGM,finmb_47521309,America/New_York,EST,-18000000.0,us_market,False,0.03243235,92.55,16.8116,0.0,0.0,5.5051274,,1482883200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABCS,,"Under normal circumstances, at least 80% of the fund’s net assets, plus borrowings for investment purposes, will be invested in a blend of domestic equity securities of small- and mid- capitalization companies and ETFs that provide broad exposure to domestic equity securities of small- and mid- capitalization companies. It is non-diversified.",[],[],86400.0,2.0,30.22,30.08,30.08,30.08,30.22,30.08,30.08,30.08,2102.0,2102.0,3046.0,2970.0,2970.0,21.59,38.42,1.0,1.0,0.0136,10845020.0,24.01,30.745,30.86,24.01,29.75612,28.74406,30.0328,USD,False,Mid-Cap Value,6.38549,0.0,ALPHA BLUE CAPITAL,1702857600.0,Exchange Traded Fund,,,ETF,ABCS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1703082600000.0,-0.14009857,30.08 - 30.08,NasdaqGM,3046.0,6.0699005,0.25280717,24.01 - 30.745,-0.6651001,-0.021632789,-1.2641609,1.36,5.13766,5.13766,10845020.0,Alpha Blue Capital US Small-Mid,Alpha Blue Capital US Small-Mid Cap Dynamic ETF,0.32378006,0.010881125,1.3358402,0.046473607,0.42,15.0,0.0,False,REGULAR,1764690853.0,NGM,finmb_1860519045,America/New_York,EST,-18000000.0,us_market,False,-0.46359554,30.0799,15.447085,,,1.9472865,2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABEQ,,"The fund's investment sub-adviser (the ""Subadviser""), seeks to achieve it's objective by investing primarily in equity securities of U.S. companies that the Subadviser believes are priced at a substantial discount to the Subadviser's estimate of fair value. The fund may invest in companies of any market capitalization and in any economic sector, including equity securities of foreign companies that trade on U.S. exchanges, either directly or through American Depositary Receipts (""ADRs""). It is non-diversified.",[],[],86400.0,2.0,36.3011,36.08,35.9202,36.08,36.3011,36.08,35.9202,36.08,2578.0,2578.0,9923.0,5380.0,5380.0,35.99,36.04,900.0,1500.0,0.014099999,117210568.0,30.86,36.55,36.55,18.009,35.46426,34.46137,35.44,USD,False,Large Value,15.11551,0.5,Absolute Investment Advisers,1579564800.0,Exchange Traded Fund,0.13242011,0.0986305,ETF,ABEQ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1579703400000.0,-0.33110046,35.9202 - 36.08,NYSEArca,9923.0,5.1100006,0.16558653,30.86 - 36.55,-0.579998,-0.01586862,9.647512,1.41,5.22323,5.22323,117210568.0,Absolute Select Value ETF,Absolute Select Value ETF,0.5057411,0.014260585,1.5086327,0.043777503,0.85,15.0,0.0,False,REGULAR,1764704029.0,PCX,finmb_642265998,America/New_York,EST,-18000000.0,us_market,False,-0.9122381,35.97,19.384624,,,1.8555945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABFL,415.887.9225,"The fund is an actively managed exchange-traded fund (“ETF”). To pursue its investment objective, the fund invests, under normal market circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of companies from the United States.",[],[],86400.0,2.0,71.48,71.95,71.645,72.095,71.48,71.95,71.645,72.095,21624.0,21624.0,67390.0,57340.0,57340.0,71.95,71.98,1100.0,100.0,0.0061000003,755470912.0,55.4,73.25,73.25,24.36,71.48696,68.71767,71.6475,USD,False,Large Blend,8.80904,0.94,FCF Funds,1474934400.0,Exchange Traded Fund,0.18643339,0.1400855,ETF,ABFL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1475069400000.0,0.5149994,71.645 - 72.095,Cboe US,67390.0,16.595001,0.29954875,55.4 - 73.25,-1.2549973,-0.017133068,1.7711759,0.61,1.82324,1.82324,755470910.0,ABACUS FCF LEADERS ETF,Abacus FCF Leaders ETF,0.5080414,0.00710677,3.2773361,0.047692772,0.49,15.0,0.0,False,REGULAR,1764706806.0,BTS,finmb_378010186,America/New_York,EST,-18000000.0,us_market,False,0.72033024,71.995,34.576054,0.0,0.0,2.0822215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABIG,,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing in the equity securities of large-capitalization companies that Argent Capital Management LLC, the fund’s sub-adviser (the “Sub-Adviser”), believes are high quality, enduring businesses. The fund is non-diversified.",[],[],86400.0,2.0,32.25,32.25,32.25,32.25,32.25,32.25,32.25,32.25,96.0,96.0,2711.0,1300.0,1300.0,23.3,41.45,1.0,1.0,,35535724.0,24.99,32.46,32.46,24.99,31.69604,30.236294,31.6593,USD,False,Large Blend,,0.0,Argent,1744070400.0,Exchange Traded Fund,,,ETF,ABIG,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1744205400000.0,0.0,32.25 - 32.25,NasdaqGM,2711.0,7.26,0.29051623,24.99 - 32.46,-0.20999908,-0.006469473,17.45447,,5.92453,5.92453,35535724.0,Argent Large Cap ETF,Argent Large Cap ETF,0.5539608,0.017477287,2.0137062,0.066598974,0.49,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1929539133,America/New_York,EST,-18000000.0,us_market,False,0.0,32.25,30.449926,,,1.0591159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABLD,,,,,86400.0,2.0,29.108,28.97,28.952,29.07,29.108,28.97,28.952,29.07,2154.0,2154.0,19214.0,6110.0,6110.0,29.01,29.05,2700.0,100.0,,,24.31,32.127,32.84,22.6,28.685,28.42046,,USD,False,,,,,,,,,ETF,ABLD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1639578600000.0,-0.038000107,28.952 - 29.07,Cboe US,19214.0,4.76,0.19580421,24.31 - 32.127,-3.0569992,-0.095153585,-9.602517,,,,,ABACUS FCF REAL ASSETS LEADERS ,Abacus FCF ETF Trust - Abacus FCF Real Assets Leaders ETF,0.38500023,0.0134216575,0.64953995,0.02285466,,15.0,0.0,False,REGULAR,1764706489.0,BTS,finmb_1757523015,America/New_York,EST,-18000000.0,us_market,False,-0.13054867,29.07,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABLG,,,,,86400.0,2.0,31.5419,31.64,31.62,31.64,31.5419,31.64,31.62,31.64,640.0,640.0,2469.0,1330.0,1330.0,31.67,31.73,4600.0,100.0,,,24.44,31.773,37.71,16.21,31.16386,30.166016,,USD,False,,,,,,,,,ETF,ABLG,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1499693400000.0,0.078100204,31.62 - 31.64,Cboe US,2469.0,7.1800003,0.29378068,24.44 - 31.773,-0.15299988,-0.0048154052,5.350697,,,,,ABACUS FCF INTERNATIONAL LEADER,Abacus FCF ETF Trust - Abacus FCF International Leaders ETF,0.45614052,0.0146368425,1.4539852,0.048199445,,15.0,0.0,False,REGULAR,1764695675.0,BTS,finmb_426602022,America/New_York,EST,-18000000.0,us_market,False,0.2476078,31.62,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABNG,646 206 1788,"Themes ETF Trust - Leverage Shares 2x Long ABNB Daily ETF is an exchange traded fund launched and managed by Themes Management Company LLC. It invests in public equity markets. The fund invests through derivatives in stocks of companies operating across consumer services sectors. It uses derivatives such as swaps to create its portfolio. It invests in growth and value stocks of companies across diversified market capitalization. Themes ETF Trust - Leverage Shares 2x Long ABNB Daily ETF was formed on November 17, 2025 and is domiciled in the United States.","[{'maxAge': 1, 'name': 'Mr. Calvin  Tsang C.F.A.', 'title': 'Portfolio Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  Bartkowiak', 'title': 'Portfolio Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dingxun  Shao', 'title': 'Portfolio Manager', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400.0,2.0,14.0101,14.3,14.2899,14.3,14.0101,14.3,14.2899,14.3,905.0,905.0,2720.0,2720.0,2720.0,,,,,,,12.517,14.75,14.75,12.517,13.4859,13.4859,,USD,False,,,,,,,,,EQUITY,ABNG,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],True,1763389800000.0,0.27979946,14.2899 - 14.3,NasdaqGM,2720.0,1.7728996,0.14163934,12.517 - 14.75,-0.46010017,-0.031193232,1.3586402,,,,,Leverage Shares 2x Long ABNB Da,Leverage Shares 2x Long ABNB Daily ETF,0.8039999,0.059617817,0.8039999,0.059617817,,15.0,0.0,False,REGULAR,1764706526.0,NGM,finmb_1944776711,America/New_York,EST,-18000000.0,us_market,False,1.9971267,14.2899,,0.0,0.0,,,,34 East Putnam Avenue,Suite 112,Greenwich,CT,06830,United States,,,,,0.0,0.013586402,0.12607694,14.2899,none,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,ABOT,,,,,86400.0,2.0,38.5971,39.672,39.672,39.672,38.5971,39.672,39.672,39.672,1003.0,1003.0,252.0,300.0,300.0,39.84,39.87,1900.0,1900.0,,,29.57,41.019,41.019,21.01,40.0944,37.676205,,USD,False,,,,,,,,,ETF,ABOT,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1607437800000.0,1.0749016,39.672 - 39.672,Cboe US,252.0,10.102001,0.34163007,29.57 - 41.019,-1.3470001,-0.03283844,5.4174423,,,,,ABACUS FCF INNOVATION LEADERS E,Abacus FCF ETF Trust - Abacus FCF Innovation Leaders ETF,-0.4223976,-0.010535078,1.9957962,0.052972328,,15.0,0.0,False,REGULAR,1764692937.0,BTS,finmb_690749265,America/New_York,EST,-18000000.0,us_market,False,2.7958884,39.672,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABXB,,,,,86400.0,2.0,19.7999,19.7803,19.7803,19.81,19.7999,19.7803,19.7803,19.81,1558.0,1558.0,914.0,2440.0,2440.0,19.81,19.83,2500.0,2500.0,,,17.11,21.508,25.42,17.11,19.7023,19.484535,,USD,False,,,,,,,,,ETF,ABXB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1607437800000.0,0.010099411,19.7803 - 19.81,Cboe US,914.0,2.6999989,0.15780239,17.11 - 21.508,-1.698,-0.078947365,-7.5964155,,,,,Abacus Flexible Bond Leaders ET,Abacus FCF ETF Trust - Abacus Flexible Bond Leaders ETF,0.10770035,0.005466385,0.32546425,0.016703721,,15.0,0.0,False,REGULAR,1764697971.0,BTS,finmb_690749266,America/New_York,EST,-18000000.0,us_market,False,0.051007383,19.81,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACEP,212 687 9800,"EA Series Trust - ARS Core Equity Portfolio ETF is an exchange traded fund launched and managed by Empowered Funds, LLC. It is co-managed by ARS Investment Partners, LLC. It invests in public equity markets of the United States. The fund invests in stocks of companies operating across diversified sectors. It invests in growth and value stocks of Diversify-cap companies. It invests in stocks of companies that are deemed socially conscious in their business dealings. The fund invests in dividend paying stocks of companies. It employs fundamental analysis to create its portfolio. The fund seeks to benchmark the performance of its portfolio against the S&P 500 Index and S&P 500 Value Index. EA Series Trust - ARS Core Equity Portfolio ETF was formed on November 20, 2025 and is domiciled in the United States.",[],[],86400.0,2.0,15.91,15.9141,15.9141,15.9141,15.91,15.9141,15.9141,15.9141,342.0,342.0,1180.0,1180.0,1180.0,,,,,,,15.46,15.999,15.999,15.46,15.7786,15.7786,,USD,False,,,,,,,,,EQUITY,ACEP,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],True,1763994600000.0,0.004099846,15.9141 - 15.9141,NasdaqGM,1180.0,0.45409966,0.029372552,15.46 - 15.999,-0.0848999,-0.005306576,2.636516,,,,,ARS Core Equity Portfolio ETF,EA Series Trust - ARS Core Equity Portfolio ETF,0.13549995,0.008587578,0.13549995,0.008587578,,15.0,0.0,False,REGULAR,1764706269.0,NGM,finmb_1936321565,America/New_York,EST,-18000000.0,us_market,False,0.025768988,15.9141,,0.0,0.0,,,,529 Fifth Avenue,Suite 500,New York,NY,10017,United States,,,,,0.0,0.026365161,0.12607694,15.9141,none,0.0,0.0,0.0,646 619 4460,https://arsinvestetfs.com/acep/,,,,,,,,,,,,,,,,
,ACES,855.724.0450,"The fund will invest at least 80% of its net assets in securities that comprise the underlying index. The underlying index utilizes a rules-based methodology developed by CIBC National Trust Company (the ""index provider""), which is designed to provide exposure to a diverse set of U.S. and Canadian companies involved in the clean energy sector including renewables and clean technology. The fund is non-diversified.",[],[],86400.0,2.0,32.44,32.87,32.35,32.87,32.44,32.87,32.35,32.87,6091.0,6091.0,30974.0,41760.0,41760.0,32.76,32.85,700.0,200.0,0.0077,104715136.0,19.925,37.57,101.72,19.925,33.87606,27.674925,35.7456,USD,False,Miscellaneous Sector,23.45083,1.8,ALPS,1530057600.0,Exchange Traded Fund,-0.0888774,-0.0894588,ETF,ACES,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1530279000000.0,0.3722,32.35 - 32.87,NYSEArca,30974.0,12.887199,0.64678544,19.925 - 37.57,-4.757801,-0.12663831,16.858791,0.77,24.20289,24.20289,104715136.0,ALPS Clean Energy ETF,ALPS Clean Energy ETF,-1.0638618,-0.031404532,5.137274,0.18562919,0.55,15.0,0.0,False,REGULAR,1764706176.0,PCX,finmb_560291368,America/New_York,EST,-18000000.0,us_market,False,1.147349,32.8122,28.244802,,,1.1617075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACGR,,,,,86400.0,2.0,66.0638,65.0,66.0638,66.0638,66.0638,65.0,66.0638,66.0638,43.0,43.0,477.0,390.0,390.0,66.51,66.54,200.0,200.0,,,45.363,68.195,68.195,23.3,65.70302,59.27923,,USD,False,,,,,,,,,ETF,ACGR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1579617000000.0,0.0,66.0638 - 66.0638,NYSEArca,477.0,20.700798,0.45633662,45.363 - 68.195,-2.1312027,-0.0312516,12.883604,,,,,American Century Large Cap Grow,American Century ETF Trust - American Century Large Cap Growth ETF,0.3607788,0.0054910537,6.784569,0.11445103,,15.0,0.0,False,REGULAR,1764686766.0,PCX,finmb_712366522,America/New_York,EST,-18000000.0,us_market,False,0.0,66.0638,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACIO,(414) 765-5586,"The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective principally by investing in a portfolio of U.S.-listed equity securities of any market capitalization and buying put options or an options collar on the same underlying equity securities, a U.S. equity ETF or on an index tracking a portfolio of U.S. equity securities. It may write call options on up to 100% of each equity position held in the portfolio and will use a portion of the premium received from writing such call options to purchase put options.",[],[],86400.0,2.0,43.98,44.06,43.92,44.12,43.98,44.06,43.92,44.12,115300.0,115300.0,126974.0,142950.0,142950.0,43.98,44.01,600.0,600.0,0.0037,2153336064.0,35.83,44.686,44.686,21.24,43.63692,41.254734,43.7237,USD,False,Equity Hedged,8.58068,0.7,APTUS ETFs,1562630400.0,Exchange Traded Fund,0.16137199,0.110605694,ETF,ACIO,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1562765400000.0,0.020000458,43.92 - 44.12,Cboe US,126974.0,8.169998,0.22802114,35.83 - 44.686,-0.6860008,-0.015351582,6.7734838,0.37,5.02663,5.02663,2153336060.0,Aptus Collared Investment Oppor,Aptus Collared Investment Opportunity ETF,0.36307907,0.008320455,2.745266,0.066544265,0.79,15.0,0.0,False,REGULAR,1764707169.0,BTS,finmb_613316187,America/New_York,EST,-18000000.0,us_market,False,0.045476258,44.0,28.496384,,,1.5440556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACKY,,,,,86400.0,2.0,20.0297,20.2,20.012,20.2,20.0297,20.2,20.012,20.2,32814.0,32814.0,84315.0,39670.0,39670.0,20.12,20.16,200.0,700.0,,,19.304,20.72,20.72,19.304,19.96616,20.013035,,USD,False,,,,,,,,,EQUITY,ACKY,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],True,1757424600000.0,0.10000038,20.012 - 20.2,NYSEArca,84315.0,0.816,0.04227103,19.304 - 20.72,-0.5999985,-0.028957456,-0.69410205,,,,,VistaShares Target 15 ACKtivist,VistaShares Target 15 ACKtivist Select Income ETF,0.15384102,0.0077050882,0.10696602,0.0053448174,,15.0,0.0,False,REGULAR,1764706956.0,PCX,finmb_1953829518,America/New_York,EST,-18000000.0,us_market,False,0.4985064,20.12,25.59734,,,0.7860192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACLC,,,,,86400.0,2.0,78.36,78.72,78.6202,78.6202,78.36,78.72,78.6202,78.6202,979.0,979.0,10290.0,5650.0,5650.0,78.81,78.84,100.0,200.0,,,58.01,79.46,79.46,40.2,77.53112,71.904175,,USD,False,,,,,,,,,ETF,ACLC,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1594992600000.0,0.2602005,78.6202 - 78.6202,NYSEArca,10290.0,20.610203,0.35528708,58.01 - 79.46,-0.839798,-0.010568814,7.357168,,,,,American Century Large Cap Equi,American Century ETF Trust - American Century Large Cap Equity ETF,1.0890808,0.014047015,6.7160263,0.09340245,,15.0,0.0,False,REGULAR,1764698228.0,PCX,finmb_653285879,America/New_York,EST,-18000000.0,us_market,False,0.3320578,78.6202,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
